Ticker,CompanyName,LineItem,Year,Quarter,WebFiscalPeriod,OutputOrField,NumberOnly,LineSequence,Category,WebNumberFormat,QuarterEndDate,PeriodType,iDataType,Sector,Industry,SubIndustry,UpdateDate,LTCode,Currency,UIC,Period,Restatement,InSncUpdateDate,Scaler
AAP,Advance Auto Parts Inc,Total Revenue,2011,2Q,2Q11,A,1479.839,1,IS,N,6/30/2011,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,8/10/2011,IS_P_101,USD,I_387-101,Q2,0,8/10/2011,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2011,2Q,2Q11,A,0.043642398,2,IS,P,6/30/2011,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,8/10/2011,IS_P_101-Y,,I_387-101-Y,Q2,0,8/10/2011,
AAP,Advance Auto Parts Inc,Total Revenue,2011,3Q,3Q11,A,1464.988,1,IS,N,9/30/2011,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,11/11/2011,IS_P_101,USD,I_387-101,Q3,0,11/11/2011,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2011,3Q,3Q11,A,0.041575928,2,IS,P,9/30/2011,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,11/11/2011,IS_P_101-Y,,I_387-101-Y,Q3,0,11/11/2011,
AAP,Advance Auto Parts Inc,Total Revenue,2011,4Q,4Q11,A,1327.572,1,IS,N,12/31/2011,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/16/2012,IS_P_101,USD,I_387-101,Q4,0,2/16/2012,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2011,4Q,4Q11,A,0.045225292,2,IS,P,12/31/2011,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/16/2012,IS_P_101-Y,,I_387-101-Y,Q4,0,2/16/2012,
AAP,Advance Auto Parts Inc,Total Revenue,2011,FY,2011,A,6170.462,1,IS,N,12/31/2011,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/16/2012,IS_P_101,USD,I_387-101,FY,0,2/16/2012,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2011,FY,2011,A,0.041392506,2,IS,P,12/31/2011,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/16/2012,IS_P_101-Y,,I_387-101-Y,FY,0,2/16/2012,
AAP,Advance Auto Parts Inc,Total Revenue,2012,1Q,1Q12,A,1957.292,1,IS,N,3/31/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,5/17/2012,IS_P_101,USD,I_387-101,Q1,0,5/17/2012,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2012,1Q,1Q12,A,0.031204971,2,IS,P,3/31/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,5/17/2012,IS_P_101-Y,,I_387-101-Y,Q1,0,5/17/2012,
AAP,Advance Auto Parts Inc,Total Revenue,2012,2Q,2Q12,A,1460.983,1,IS,N,6/30/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,8/9/2012,IS_P_101,USD,I_387-101,Q2,0,8/9/2012,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2012,2Q,2Q12,A,-0.012741927,2,IS,P,6/30/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,8/9/2012,IS_P_101-Y,,I_387-101-Y,Q2,0,8/9/2012,
AAP,Advance Auto Parts Inc,Total Revenue,2012,3Q,3Q12,A,1457.527,1,IS,N,9/30/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,11/8/2012,IS_P_101,USD,I_387-101,Q3,0,11/8/2012,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2012,3Q,3Q12,A,-0.005092874,2,IS,P,9/30/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,11/8/2012,IS_P_101-Y,,I_387-101-Y,Q3,0,11/8/2012,
AAP,Advance Auto Parts Inc,Total Revenue,2012,4Q,4Q12,A,1329.201,1,IS,N,12/31/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/16/2013,IS_P_101,USD,I_387-101,Q4,0,2/16/2013,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2012,4Q,4Q12,A,0.001227052,2,IS,P,12/31/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/16/2013,IS_P_101-Y,,I_387-101-Y,Q4,0,2/16/2013,
AAP,Advance Auto Parts Inc,Total Revenue,2012,FY,2012,A,6205.003,1,IS,N,12/31/2012,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/16/2013,IS_P_101,USD,I_387-101,FY,0,2/16/2013,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2012,FY,2012,A,0.005597798,2,IS,P,12/31/2012,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/16/2013,IS_P_101-Y,,I_387-101-Y,FY,0,2/16/2013,
AAP,Advance Auto Parts Inc,Total Revenue,2013,1Q,1Q13,A,2015.304,1,IS,N,3/31/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,5/23/2013,IS_P_101,USD,I_387-101,Q1,0,5/23/2013,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2013,1Q,1Q13,A,0.029638909,2,IS,P,3/31/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,5/23/2013,IS_P_101-Y,,I_387-101-Y,Q1,0,5/23/2013,
AAP,Advance Auto Parts Inc,Total Revenue,2013,2Q,2Q13,A,1549.553,1,IS,N,6/30/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,8/8/2013,IS_P_101,USD,I_387-101,Q2,0,8/8/2013,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2013,2Q,2Q13,A,0.060623566,2,IS,P,6/30/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,8/8/2013,IS_P_101-Y,,I_387-101-Y,Q2,0,8/8/2013,
AAP,Advance Auto Parts Inc,Total Revenue,2013,3Q,3Q13,A,1520.144,1,IS,N,9/30/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/31/2013,IS_P_101,USD,I_387-101,Q3,0,10/31/2013,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2013,3Q,3Q13,A,0.042961125,2,IS,P,9/30/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/31/2013,IS_P_101-Y,,I_387-101-Y,Q3,0,10/31/2013,
AAP,Advance Auto Parts Inc,Total Revenue,2013,4Q,4Q13,A,1408.813,1,IS,N,12/31/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/6/2014,IS_P_101,USD,I_387-101,Q4,0,2/6/2014,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2013,4Q,4Q13,A,0.059894628,2,IS,P,12/31/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/6/2014,IS_P_101-Y,,I_387-101-Y,Q4,0,2/6/2014,
AAP,Advance Auto Parts Inc,Total Revenue,2013,FY,2013,A,6493.814,1,IS,N,12/31/2013,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/6/2014,IS_P_101,USD,I_387-101,FY,0,2/6/2014,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2013,FY,2013,A,0.046544861,2,IS,P,12/31/2013,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/6/2014,IS_P_101-Y,,I_387-101-Y,FY,0,2/6/2014,
AAP,Advance Auto Parts Inc,Total Revenue,2014,1Q,1Q14,A,2969.499,1,IS,N,3/31/2014,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,5/15/2014,IS_P_101,USD,I_387-101,Q1,0,5/15/2014,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2014,1Q,1Q14,A,0.473474473,2,IS,P,3/31/2014,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,5/15/2014,IS_P_101-Y,,I_387-101-Y,Q1,0,5/15/2014,
AAP,Advance Auto Parts Inc,Total Revenue,2014,2Q,2Q14,A,2347.697,1,IS,N,6/30/2014,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,8/14/2014,IS_P_101,USD,I_387-101,Q2,0,8/14/2014,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2014,2Q,2Q14,A,0.515080155,2,IS,P,6/30/2014,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,8/14/2014,IS_P_101-Y,,I_387-101-Y,Q2,0,8/14/2014,
AAP,Advance Auto Parts Inc,Total Revenue,2014,3Q,3Q14,A,2289.456,1,IS,N,9/30/2014,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,11/6/2014,IS_P_101,USD,I_387-101,Q3,0,11/6/2014,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2014,3Q,3Q14,A,0.506078372,2,IS,P,9/30/2014,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,11/6/2014,IS_P_101-Y,,I_387-101-Y,Q3,0,11/6/2014,
AAP,Advance Auto Parts Inc,Total Revenue,2014,4Q,4Q14,A,2237.209,1,IS,N,12/31/2014,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/12/2015,IS_P_101,USD,I_387-101,Q4,0,2/12/2015,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2014,4Q,4Q14,A,0.588009906,2,IS,P,12/31/2014,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/12/2015,IS_P_101-Y,,I_387-101-Y,Q4,0,2/12/2015,
AAP,Advance Auto Parts Inc,Total Revenue,2014,FY,2014,A,9843.861,1,IS,N,12/31/2014,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/12/2015,IS_P_101,USD,I_387-101,FY,0,2/12/2015,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2014,FY,2014,A,0.515882808,2,IS,P,12/31/2014,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/12/2015,IS_P_101-Y,,I_387-101-Y,FY,0,2/12/2015,
AAP,Advance Auto Parts Inc,Total Revenue,2015,1Q,1Q15,A,3038.233,1,IS,N,3/31/2015,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,5/21/2015,IS_P_101,USD,I_387-101,Q1,0,5/21/2015,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2015,1Q,1Q15,A,0.023146665,2,IS,P,3/31/2015,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,5/21/2015,IS_P_101-Y,,I_387-101-Y,Q1,0,5/21/2015,
AAP,Advance Auto Parts Inc,Total Revenue,2015,2Q,2Q15,A,2370.037,1,IS,N,6/30/2015,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,8/13/2015,IS_P_101,USD,I_387-101,Q2,0,8/13/2015,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2015,2Q,2Q15,A,0.009515708,2,IS,P,6/30/2015,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,8/13/2015,IS_P_101-Y,,I_387-101-Y,Q2,0,8/13/2015,
AAP,Advance Auto Parts Inc,Total Revenue,2015,3Q,3Q15,A,2295.203,1,IS,N,9/30/2015,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,11/12/2015,IS_P_101,USD,I_387-101,Q3,0,11/12/2015,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2015,3Q,3Q15,A,0.002510203,2,IS,P,9/30/2015,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,11/12/2015,IS_P_101-Y,,I_387-101-Y,Q3,0,11/12/2015,
AAP,Advance Auto Parts Inc,Total Revenue,2015,4Q,4Q15,A,2033.545,1,IS,N,12/31/2015,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/11/2016,IS_P_101,USD,I_387-101,Q4,0,2/11/2016,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2015,4Q,4Q15,A,-0.091034856,2,IS,P,12/31/2015,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/11/2016,IS_P_101-Y,,I_387-101-Y,Q4,0,2/11/2016,
AAP,Advance Auto Parts Inc,Total Revenue,2015,FY,2015,A,9737.018,1,IS,N,12/31/2015,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/11/2016,IS_P_101,USD,I_387-101,FY,0,2/11/2016,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2015,FY,2015,A,-0.01085377,2,IS,P,12/31/2015,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/11/2016,IS_P_101-Y,,I_387-101-Y,FY,0,2/11/2016,
AAP,Advance Auto Parts Inc,Total Revenue,2016,1Q,1Q16,A,2979.778,1,IS,N,3/31/2016,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,5/19/2016,IS_P_101,USD,I_387-101,Q1,0,5/19/2016,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2016,1Q,1Q16,A,-0.019239802,2,IS,P,3/31/2016,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,5/19/2016,IS_P_101-Y,,I_387-101-Y,Q1,0,5/19/2016,
AAP,Advance Auto Parts Inc,Total Revenue,2016,2Q,2Q16,A,2256.155,1,IS,N,6/30/2016,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,8/16/2016,IS_P_101,USD,I_387-101,Q2,0,8/16/2016,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2016,2Q,2Q16,A,-0.048050727,2,IS,P,6/30/2016,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,8/16/2016,IS_P_101-Y,,I_387-101-Y,Q2,0,8/16/2016,
AAP,Advance Auto Parts Inc,Total Revenue,2016,3Q,3Q16,A,2248.855,1,IS,N,9/30/2016,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,11/14/2016,IS_P_101,USD,I_387-101,Q3,0,11/14/2016,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2016,3Q,3Q16,A,-0.020193421,2,IS,P,9/30/2016,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,11/14/2016,IS_P_101-Y,,I_387-101-Y,Q3,0,11/14/2016,
AAP,Advance Auto Parts Inc,Total Revenue,2016,4Q,4Q16,A,2082.891,1,IS,N,12/31/2016,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/21/2017,IS_P_101,USD,I_387-101,Q4,0,2/21/2017,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2016,4Q,4Q16,A,0.024265999,2,IS,P,12/31/2016,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/21/2017,IS_P_101-Y,,I_387-101-Y,Q4,0,2/21/2017,
AAP,Advance Auto Parts Inc,Total Revenue,2016,FY,2016,A,9567.679,1,IS,N,12/31/2016,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/21/2017,IS_P_101,USD,I_387-101,FY,0,2/21/2017,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2016,FY,2016,A,-0.017391259,2,IS,P,12/31/2016,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/21/2017,IS_P_101-Y,,I_387-101-Y,FY,0,2/21/2017,
AAP,Advance Auto Parts Inc,Total Revenue,2017,1Q,1Q17,A,2890.8,1,IS,N,3/31/2017,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,5/24/2017,IS_P_101,USD,I_387-101,Q1,0,5/24/2017,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2017,1Q,1Q17,A,-0.029860614,2,IS,P,3/31/2017,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,5/24/2017,IS_P_101-Y,,I_387-101-Y,Q1,0,5/24/2017,
AAP,Advance Auto Parts Inc,Total Revenue,2017,2Q,2Q17,A,2263.727,1,IS,N,6/30/2017,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,8/15/2017,IS_P_101,USD,I_387-101,Q2,0,8/15/2017,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2017,2Q,2Q17,A,0.003356152,2,IS,P,6/30/2017,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,8/15/2017,IS_P_101-Y,,I_387-101-Y,Q2,0,8/15/2017,
AAP,Advance Auto Parts Inc,Total Revenue,2017,3Q,3Q17,A,2182.233,1,IS,N,9/30/2017,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,11/14/2017,IS_P_101,USD,I_387-101,Q3,0,11/14/2017,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2017,3Q,3Q17,A,-0.029624854,2,IS,P,9/30/2017,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,11/14/2017,IS_P_101-Y,,I_387-101-Y,Q3,0,11/14/2017,
AAP,Advance Auto Parts Inc,Total Revenue,2017,4Q,4Q17,A,2036.986,1,IS,N,12/31/2017,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/21/2018,IS_P_101,USD,I_387-101,Q4,0,2/21/2018,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2017,4Q,4Q17,A,-0.022039079,2,IS,P,12/31/2017,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/21/2018,IS_P_101-Y,,I_387-101-Y,Q4,0,2/21/2018,
AAP,Advance Auto Parts Inc,Total Revenue,2017,FY,2017,A,9373.784,1,IS,N,12/31/2017,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/21/2018,IS_P_101,USD,I_387-101,FY,0,2/21/2018,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2017,FY,2017,A,-0.020265626,2,IS,P,12/31/2017,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/21/2018,IS_P_101-Y,,I_387-101-Y,FY,0,2/21/2018,
AAP,Advance Auto Parts Inc,Total Revenue,2018,1Q,1Q18,A,2873.848,1,IS,N,3/31/2018,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,5/22/2018,IS_P_101,USD,I_387-101,Q1,0,5/22/2018,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2018,1Q,1Q18,A,-0.005864121,2,IS,P,3/31/2018,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,5/22/2018,IS_P_101-Y,,I_387-101-Y,Q1,0,5/22/2018,
AAP,Advance Auto Parts Inc,Total Revenue,2018,2Q,2Q18,A,2326.652,1,IS,N,6/30/2018,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,8/14/2018,IS_P_101,USD,I_387-101,Q2,0,8/14/2018,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2018,2Q,2Q18,A,0.02779708,2,IS,P,6/30/2018,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,8/14/2018,IS_P_101-Y,,I_387-101-Y,Q2,0,8/14/2018,
AAP,Advance Auto Parts Inc,Total Revenue,2018,3Q,3Q18,A,2274.982,1,IS,N,9/30/2018,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,11/13/2018,IS_P_101,USD,I_387-101,Q3,0,11/13/2018,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2018,3Q,3Q18,A,0.042501878,2,IS,P,9/30/2018,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,11/13/2018,IS_P_101-Y,,I_387-101-Y,Q3,0,11/13/2018,
AAP,Advance Auto Parts Inc,Total Revenue,2018,4Q,4Q18,A,2105.072,1,IS,N,12/31/2018,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/19/2019,IS_P_101,USD,I_387-101,Q4,0,2/19/2019,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2018,4Q,4Q18,A,0.033424874,2,IS,P,12/31/2018,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/19/2019,IS_P_101-Y,,I_387-101-Y,Q4,0,2/19/2019,
AAP,Advance Auto Parts Inc,Total Revenue,2018,FY,2018,A,9580.554,1,IS,N,12/31/2018,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/19/2019,IS_P_101,USD,I_387-101,FY,0,2/19/2019,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2018,FY,2018,A,0.022058328,2,IS,P,12/31/2018,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/19/2019,IS_P_101-Y,,I_387-101-Y,FY,0,2/19/2019,
AAP,Advance Auto Parts Inc,Total Revenue,2019,1Q,1Q19,A,2952.036,1,IS,N,3/31/2019,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,5/22/2019,IS_P_101,USD,I_387-101,Q1,0,5/22/2019,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2019,1Q,1Q19,A,0.027206728,2,IS,P,3/31/2019,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,5/22/2019,IS_P_101-Y,,I_387-101-Y,Q1,0,5/22/2019,
AAP,Advance Auto Parts Inc,Total Revenue,2019,2Q,2Q19,A,2332.246,1,IS,N,6/30/2019,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,8/13/2019,IS_P_101,USD,I_387-101,Q2,0,8/13/2019,Mn
AAP,Advance Auto Parts Inc,  Y/Y - Total Revenue,2019,2Q,2Q19,A,0.002404313,2,IS,P,6/30/2019,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,8/13/2019,IS_P_101-Y,,I_387-101-Y,Q2,0,8/13/2019,
